나도 가끔 별로 행복하지 않지만 아직도 젊어서 행복을 찾을 시간이 별로 없었다.	저도 가끔 별로 행복하지 않지만 아직 젊어서 행복을 찾을 시간이 많다.
그런데 나이를 먹을수록 행복해질 예상한다.	그런데 나이를 먹을수록 행복해질 것으로 예상한다.
그래서 가끔 행복하지 않아도 어떻게 더 행복해지는지 아는 것 같다.	그래서 가끔 행복하지 않아도 어떻게 더 행복해질 수 있는지 아는 것 같다.
분명히 돈이 가장 행복에 중요한 게 아니다.	분명히 돈이 행복에 가장 중요한 게 아니다.
예를 들면 돈이 굉장히 많은 가수가 자꾸 자꾸 자살을 하지만 그 가수들은 돈과 재산이 풍부하다.	예를 들면 돈이 굉장히 많은 가수가 자살을 하지만 그 가수들은 돈과 재산이 풍부하다.
더구나 호주의 평균 월급은 한국보다 많은데도 호주의 자살율이 더 높다.	더구나 호주의 평균 월급은 한국보다 많은데도 호주의 자살률이 더 높다.
그러나 가끔 돈이 중요하다.	그러나 가끔 돈이 중요하다.
예를 들면 미국 인디언들이 훨씬 평균보다 자살을 많이 하고 폭음과 우울증이 인디언에게 훨씬 더 심하다.	예를 들면 미국 인디언들이 평균보다 자살을 훨씬 많이 하고 폭음도 훨씬 더 심하다.
그래서 내가 생각하기에는 평균보다 훨씬 덜 많이 벌면 우울할 확률이 높아진다.	그래서 내가 생각하기에는 평균보다 훨씬 덜 벌면 우울할 확률이 높아진다.
이것은 내가 보기에는 행복이 정부의 책임이다.	이것은 내가 보기에 행복은 정부의 책임이다.
예를 들면 사회주의 나라들은 설문조사 때 매우 행복하고 자본주의와 공산주의 나라가 별로 행복하지 않다.	예를 들면 사회주의 나라들은 매우 행복하고 자본주의와 공산주의 나라는 별로 행복하지 않다.
미국은 지나치게 자본적인 나라여서 부동산 값이 지나치게 비싸고 노조가 별로 없기 때문에 노동자들이 아파트세를 주고 싶으면 시간 외 근무를 해야 한다.	미국은 지나치게 자본주의적인 나라여서 지나치게 비싸고 노조가 별로 없기 때문에 노동자들이 아파트세를 내고 싶으면 해야 한다.
내 고향에서 손바닥만한 아파트가 ( 원룸 ) 한 1년에 한 10,000달러인데 최저 시급이 1년에 한 10,000달러이고 세금을 내야 한다!	손바닥만 한 한 해에 한 10,000달러인데 최저 시급이 한 해에 한 10,000달러이고 세금을 내야 한다!
그래서 노동자와 노숙자에게 행복이 거의 불가능하다.	그랬을 때 노동자 겸 노숙자에게서 행복이 거의 불가능하다.
인간의 인권도 행복에 중요하다.	인간의 인권도 행복에 중요하다.
예를 들면 한국에 있는 아프리카나 동남아시아 노동자들은 영주가 불가능하고 1주일에 굉장히 오래 일해야 해서 마치 노예같다.	예를 들면 한국에 있는 아프리카나 동남아시아 노동자들은 영주권이 불가능하고 1주일에 굉장히 오래 일해야 해서 마치 노예 같다.
외상도 불가능하다 자유가 없으니 노동자들이 행복하지 않아서 술고래나 범죄자가 되고 경제에 도움이 된 노동자들은 자기 나라로 벗어난다.	외상도 불가능하다. 자유가 없으니 노동자들이 행복하지 않아서 술고래나 범죄자가 되고, 경제에 도움이 된 노동자들은 자기 나라를 벗어난다.
행복은 자기의 책임이며 정부의 책임이다.	행복은 자기의 책임이며 정부의 책임이다.
둘다는 행복한 삶에 필수적이다.	둘다는 행복한 삶에 필수적이다.
한국에서는 관광 문제가 있긴 있지만 다른 나라보다 작은 문제예요.	한국에서는 관광이 있지만 다른 나라보다 작은 문제예요.
관광과 여행할 때는 교통 문제가 때때로 생겨요.	관광과 여행 교통 문제가 때때로 생겨요.
큰 도시에서는 때때로 길이 혼잡하게 돼요.	큰 도시에서는 때때로 길이 혼잡하게 돼요.
그리고 기차로 갈 계획이 있으면 일요일 저녁에 표가 다 팔렸으니까 버스나 비행기로 가야 돼요.	그리고 기차로 갈 계획이 있으면 일요일 다 팔렸으니까 버스나 비행기로.
그런데 편리한 것도 많아요.	그런데 별일 한 것도 많아요.
음식값이 너무 싸고 음식이 다양하고 맛있어요.	음식값이 너무 싸고 음식이 다양하고 맛있어요.
그리고 호텔이나 여권값도 싸요.	그리고 호텔이나 여권 값도 싸요.
한국말을 할 줄 알면 더 편리하지만 영어를 할 수만 있으면 괜찮아요.	한국말 할 줄 알면 더 편리하지만, 수만 있으면 괜찮아요.
왜냐하면 교통 사인은 한글로도 영어로도 썼어요.	왜냐하면 교통 표지는 한글로도 영어로도 썼어요.
그리고 큰 도시마다 영어 안내관이 있어요.	그리고 큰 도시마다 영어 안내가 있어요.
없으면 호텔이나 길에서 아무나한테 인사하세요.	없으면 호텔이나 길에서 아무한테나 인사하세요.
아마 영어를 할 줄 아는 사람을 찾을 수 있어요.	아마 영어를 할 줄 아는 사람을 찾을 수 있어요.
행복한 삶은 이루어질 수 없는 것인가?	행복한 삶은 없는 것인가?
세계에서 행복하게 살고 싶지 않은 사람은 아마 1명도 없을 것 같은데 모두 다 행복하게 살고 있지 않다.	세계에서 행복하게 살고 싶지 않은 사람은 아마 1명도 없을 것이다. 모두 다 행복하게 살고 싶어한다.
결혼이든 직장이든 여러 문제 때문에 사람의 삶이 힘들 수 있다.	결혼이든 직장이든 여러 문제 때문에 사람의 삶이 힘들 수 있다.
그러나 조금이라도 노력하면 자기 삶을 낫게 할 마음이 있으면 만족하고 행복하게 살 수 있겠다.	그러나 조금이라도 노력하고 자기 삶을 낫게 할 마음이 있으면 만족하고 행복하게 지내겠다.
내 생각으로는 모든 사람들이 자기 안에 어떤 힘을 가지고 있고 이 힘으로 더 좋게 살게 될 수 있다.	내 생각으로는 모든 사람이 자기 안에 어떤 힘을 가지고 있고 이 힘으로 더.
나는 아주 가난한 가족한테 태어났다.	나는 아주 가난한 가정에서 태어났다.
부모님을 포함해서 우리는 11명이었으니까 살기가 너무 어려웠다.	부모님을 포함해서 우리는 11명이었으니 살기가 너무 어려웠다.
어렸을 때 형 2명이 벌써 집을 떠나고 나는 3째여서 남은 형제자매들을 키워야했다.	형 2명이 벌써 집을 떠나고 나는 셋째여서 남은 형제자매들을 키워야 했다.
부모님은 하루종일 근무했으니까 그랬다.	부모님은 하루 종일 근무하셨으니까 그랬다.
어떤 때도 음식도 없고 전기도 없어서 자살 생각을 많이 했었다.	어떤 때는 음식도 없고 전기도 없어서 자살 생각을 많이 했었다.
그런데 우리는 너무 힘들게 살고 있었어도 맨날 부모님은 우리한테 용기를 주고 더 좋게 사길 바랐다.	그런데 우리는 너무 힘들게 살고 있었어도 매일 부모님은 우리한테 용기를 주고 더 좋게 사길 바랐다.
맨날 부모님의 얘기를 기억하면서 학교를 다니고 졸업 후에 대학교에 들어갔다.	매일 부모님의 얘기를 기억하면서 학교를 다니고 대학교에 들어갔다.
장학금이 없어서 아르바이트를 구해서 일하면서 대학교를 다녔다.	장학금이 없어서 아르바이트를 구해서 일하면서 대학교를 다녔다.
아직 그 삶은 힘들었지만 , 어렸을 때보다는 훨씬 더 좋았다.	아직 그 삶은 힘들었지만, 훨씬 더 좋았다.
내 삶을 바꿀 마음으로 대학교를 다니다가 졸업한 후 내가 원하는 직업도 취직했다.	내 삶을 바꿀 마음으로 대학교를 다니다가 졸업한 후 내가 원하는 직업도 취직했다.
어렸을 때 내가 어려움을 많이 겪고 미래가 어떻게 될지도 몰랐는데 부모님의 용기로 나의 힘으로 행복하게 살게 됐다.	내가 어려움을 많이 겪고 미래가 어떻게 될지도 몰랐는데 부모님의 용기와 나의 힘으로 행복하게 살게 됐다.
모든 사람들은 고생을 겪은 후에는 노력하고 삶을 바꾸고 싶으면 할 수 있다고 나는 생각한다.	모든 사람들은 고생하고 노력하며 삶을 바꾸고 싶어 한다고 내가 생각한다.
저는 작년 2007년 10월에 갔고 그 곳에서 삼 개월 동안 살았습니다.	저는 작년 10월에 갔고 그곳에서 세 달 동안 살았습니다.
저는 동해시에 살았을 때 관광하는 기회가 많았습니다.	저는 동해시에 살았을 때 관광할 기회가 많았습니다.
동해시는 한국 동쪽 연안에 있고 유명한 해변이 많습니다.	동해시는 한국 동쪽 연안에 있으며 유명한 해변이 많습니다.
망상 해수욕장도 있고 추암 해수욕장도 있습니다.	망상해수욕장도 있고 추암해수욕장도 있습니다.
제가 제일 좋아하는 해변은 추암입니다.	제 제일 좋아하는 해변은 추암입니다.
추암은 촛대바위가 있기 때문에 유명하게 되었습니다.	추암은 촛대바위가 있기 때문에 유명하게 되었습니다.
여러분들이 모래에서 쉴 수 있거나 맑은 푸른색 물에서 수영할 수 있습니다.	여러분들이 모래에서 쉴 맑은 푸른색 물에 수영할 수 있습니다.
등산하는 것을 좋아한다면 무릉 계곡이 좋겠습니다.	등산하는 것을 좋아한다면 무릉 계곡이 좋겠습니다.
작은 길이 많고 아름다운 폭포가 있습니다.	작은 길이 많고 아름다운 폭포가 있습니다.
삼척시에서 신비한 동굴을 탐험할 수 있습니다.	삼척시에서 신비로운 동굴을 탐험할 수 있습니다.
환상굴은 아시아에서 꼽히는 큰 동굴입니다.	환선굴은 아시아에서 손꼽히는 큰 동굴입니다.
동해시에는 맛있는 식당이 있고 유명한 회가 있습니다.	동해시에 맛있는 식당이 있고 유명한 회가 있습니다.
바다 옆에 횟집이 아주 많습니다.	바다 옆에 횟집이 아주 많습니다.
회는 너무 맑고 맛이 있습니다.	회는 너무 맵고 맛이 있습니다.
동해시와 삼척시를 방문한다면 잘 먹고 깨끗한 공기를 숨쉬며 아름다운 경치를 보고 편하게 쉴 것입니다.	동해시와 삼척시를 방문한다면 잘 먹고 깨끗한 공기를 마시며 아름다운 경치를 보고 편하게 쉴 것입니다.
내 생각에 행복은 마음 먹기에 달려있다.	내 생각에는 행복은 마음먹기에 달려 있다.
그리고 나이를 먹을수록 행복의 의미는 많이 바꿔어진 것 같다.	그리고 나이를 먹을수록 행복의 의미는 많이 바뀐 것 같다.
예를 들어 어렸을 때 내 가장 재미있고 행복한 추억은 여름에 남동생과 사촌이랑 우리 외조부모님 집에 가서 조부모님의 수영장에서 수영하고 마당에서 재미있게 놀았다.	예를 들어 내 가장 재미있고 행복한 추억은 여름에 남동생과 사촌이랑 우리 가서 조부모님의 수영장에서 수영하고 마당에서 재미있게 놀았던 것이다.
게다가 우리 놀다가 우리 외할머니께서 아이스크림을 준비하셨고 우리가 모여 이야기를 하고 맛있게 먹었다.	게다가 우리가 놀다가 우리 외할머니가 아이스크림을 준비하셨고 우리와 모여 이야기를 하고 맛있게 먹었다.
그리고 어렸을 때는 행복과 양상한 것은 사탕이다.	그리고 행복과 양상한 것은 사탕이다.
어느 어린이 사탕을 먹을 때 너무 맛있게 먹어 보이고 정말 행복한 것 같지 않다.	어느 어린이가 사탕을 먹을 때 너무 맛있게 먹어 보이고 정말 행복한 것 같지 않다.
나도 그랬어!	나도 그랬어!
위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
부모님께 용돈을 받고 남동생하고 동네 편의점에 가서 맛있는 사탕이나 소다를 사고 먹었으면 참 기뻤다.	부모님께 용돈을 받고 남동생하고 동네 편의점에 가서 맛있는 사탕이나 소다 사고 먹었으면 참 기뻤다.
그렇지만 사춘기 되면 행복하게 만드는 것이 좀 바뀐다.	그렇지만 사춘기가 되면 행복하게 만드는 것이 좀 바쁘지지.
물론 맛있는 사탕을 먹으면 좋은데 그것이 애인과 사귀는 것만 못했다.	물론 먹으면 좋은데 그것이 애인과 사귀는 것만 못했다.
특히 고등학교와 대학교에 다니는 학생들을 보면 애인이랑 손을 잡고 학교에서 걸어다니는 커플들이 정말 행복해 보인다.	특히 고등학교와 대학교에 다니는 학생들을 보면 애인과 손을 잡고 학교에서 걸어다니는 커플들이 정말 행복해 보인다.
그래서 지금까지 행복은 무슨 뜻인지 생각을 하면 사랑에 빠지는 것인 줄 안다.	그래서 지금까지 행복은 무슨 뜻인지 생각을 하면 사랑에 빠지는 것인 줄 안다.
난 아직 30대여서 나이가 많은 분의 의견으로는 잘 이야기를 못하지만 내 생각으로는 내가 아버지가 되면 나를 행복하게 할 것은 아마 아이를 행복하고 성공한 거일 것 같다.	난 아직 30대여서 나이 많은 분 의견으로 잘 이야기를 못하지만 내가 아버지가 되면 내 행복하게 할 것은 아마 아이를 행복하게 하는 것 같다.
저는 몬타나주에서 태어나 몬타나주에서 자랐어요.	저는 몬태나주에서 태어나 몬태나주에서 자랐어요.
21년 동안 제가 매우 아름다운 산 옆에서 돌아다녔고 참 예쁜 나무와 꽃 가운데 성장했고 또 가장 크고 맑은 하늘 아래에서 놀아 왔어요.	제가 매우 아름다운 산 옆을 돌아다녔고 참 예쁜 나무가 자라고 있었고 또 가장 크고 맑은 하늘 아래에서 놀았어요.
그런 경치 속에서 살아오는 것이 별로 크지 않다고 생각했는데 이제 저는 몬타나주가 지구에서 제일 아름다운 곳 중에 하나라는 것을 알게 되었어요.	그런 경치 속에서 살아오는 것이 별로 크지 않다고 생각했는데 이제 저는 몬태나주가 지구의 제일 아름다운 곳 중 하나라는 것을 알게 되었어요.
여행을 가려면 제가 추천해 드리는 장소는 Glacier National Park예요.	여행을 가려면 제가 추천해 드리는 장소는 Glacier National Park이에요.
빙하 국립 공원은 몬타나의 북서쪽에 위치하는데 캐나다 바로 밑에 있어요.	빙하 국립공원은 몬태나의 북서쪽에 위치하는데 캐나다 바로 밑에 있어요.
울창한 숲과 넓은 목초지와 당당한 산과 수정처럼 보이는 호수 등이 있어요.	울창한 숲과 넓은 목초지와 당당한 산과 수정처럼 보이는 호수가 있어요.
그 곳은 경치가 좋기로 유명하대요.	그곳은 경치가 좋기로 유명하대요.
등산을 좋아하는 사람들이 빙하 국립 공원을 낙원으로 여겨요.	등산을 좋아하는 사람들이 빙하 국립 공원을 낙원으로 여겨요.
그 공원에 등산할 길이 700마일이 있습니다.	그 공원에 등산할 길이 700마일 있습니다.
등산하면서 자연 속에서 사는 동물과 식물을 보기가 쉬워요.	등산하면서 사는 동물과 식물을 보기 쉬워요.
동물 종류가 엄청 많고 아주 다양해요.	동물의 종류가 엄청 많고 아주 다양해요.
그 동물 중 회색곰 , 오소리 , 늑대 , 및 시라소니도 있어요.	그 동물 중 희색곰, 오소리, 늑대 및 스라소니도 있어요.
또 새 종류가 260 마리 이상 있는데 오리 , 독수리 NONE 및 물까마귀가 포함되어 있어요.	또 새 종류가 이상 있는데 오리, 독수리, 및 물까마귀가 포함되어 있어요.
" 빙하 국립 공원이라고 " 왜 부르냐 하면 그 공원의 주요 특징은 10,000 년 된 빙하 산들이예요.	국립이라고 부르는 이유는 그 공원의 주요 특징이 빙하로 이루어진 산들이기 때문이에요.
그래서 이 공원에서 볼 수 있는 경치가 지구의 유일한 빙하 경치예요.	그래서 이 공원에서 볼 수 있는 경치가 지구의 유일한 빙하 경치예요.
그런 천국과 비교될 수 있는 관광지가 돈이 많이 드나 보죠?	그런 천국과 비교될 수 있는 관광지가 돈이 많이 드나 보죠?
그렇지 않아요.	그렇지 않아요.
입장료가 10 - 20 달러밖에 안 들어요.	입장료가 밖에 없다.
가족과 같이 가려면 너무 편리하고 싼 가족 판매도 있어요.	가족과 같이 가려면 너무 편리하고 저렴한 가족 할인도 있어요.
저는 어렸을 때 가장 즐거운 추억 가운데 이 공원에 가는 건 하나예요.	저는 어렸을 때 가장 즐거운 이 공원에 가는 건 하나예요.
구경하는 동안 제 가족이 많은 행복한 기억을 만들었고 우리 자연에 대해 신경이 많이 커졌으며 우리는 의미있는 시간을 보냈나 봐요.	구경하는 동안 제 가족이 많은 행복한 기억을 만들었고 우리 자연에 대해 신경이 많이 커졌으며 우리는 의미 있는 시간을 보냈나 봐요.
여러분들이 빙하 국립 공원에 가면 같은 추억과 즐거움을 경험할 수 있겠네요.	여러분이 빙하 국립 공원에 가면 같은 추억과 즐거움을 경험할 수 있겠네요.
가족 관계도 강화될 것이라고 생각하기도 그래요.	가족 관계도 강화될 것이라고 생각하기도 해요.
빨리 전화해서 예약하세요!	빨리 전화해서 예약하세요!
다른 여행보다 더 할만한 여행이 없어요!	다른 여행보다 더 할 만한 여행이 없어요!
!	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
저는 여행을 많이 안 했지만 제가 가는 데는 참 좋았습니다.	저는 여행 많이 가는 데는 참 좋았습니다.
제가 제일 좋아하는 데는 역시 대한민국입니다.	제가 제일 좋아하는 곳은 역시 대한민국입니다.
대한민국에서 제가 강원도 , 서울시 , 의정부와 일산 / 원당에 가 봤습니다.	대한민국에 제가 강원도, 서울시, 의정부에 갔습니다.
의정부 지역은 제가 제일 좋아하는 장소입니다.	의정부 지역은 제가 제일 좋아하는 장소입니다.
의정부에 가면 정말 좋아하시겠습니다.	의정부에 가면 정말 좋아하시겠어요.
제가 의정부에 살았을 때 선교사업을 했는데 그것을 함으로써 많은 걸 봤습니다.	제가 의정부에서 많은 것을 봤습니다.
서울보다 사람이 되게 많이 없고 시골보다 편리합니다.	서울만큼 크지 않고 시골보다 편리합니다.
또 서울에 가려면 지하철로 40분만 걸리고 시골에 가려면 버스나 차로 30분만 걸립니다.	또 서울에 가려면 지하철로 40분만 걸리고 시골에 가려면 버스나 차로 30분만 걸립니다.
산들이 아주 아름답고 , 등산을 좋아하면 기회가 많이 있습니다.	산은 아주 아름답고, 등산을 좋아하면 기회가 많이 있습니다.
특별히 맛있는 음식이 정말 되게 많이 있습니다.	특별히 맛있는 음식 정말 되게 많이 있습니다.
특히 부대찌게는 아주 아주 맛이 있습니다.	특히 부대찌개는 맛이 있습니다.
사람들이 도시 사람보다 친절하고 따뜻합니다.	사람들이 친절하고 따뜻합니다.
작년 가을에 의정부에 있었습니다.	작년 가을에 의정부에 있었습니다.
날씨가 완전했습니다.	날씨가 완벽했습니다.
지금 가을이기 때문에 많이 그립습니다.	지금 가을이기 때문에 많이 그립습니다.
의정부에 가면 정말 행복하시겠고 결코 잊겠습니다!	의정부에 가면 정말 행복하겠고 결코 잊지 않겠습니다!
제가 한국 전통적인 한복과 한국의 지혜에 대해 쓰고자 합니다.	제가 한국 전통 한복과 한국의 지혜에 대해 쓰고자 합니다.
한국의 고유한 풍습 중에 한복은 아주 인상적인 추억을 남겨주는 능력이 있답니다.	한국의 고유한 풍습 중에 한복은 아주 인상적인 추억을 남겨주는 능력이 있답니다.
특히 외국 사람들 눈에는 더욱 그렇습니다.	특히 외국 사람들의 눈에는 더욱 그렇습니다.
몸의 굴곡대로 되지 않고 몸의 굴곡을 감싸는 것이 오히려 은근한 매력이 있나 봅니다.	몸의 굴곡을 그대로 두지 않고 몸의 굴곡을 감싸는 것이 오히려 은근한 매력이 있다고 봅니다.
곡선이 우아하고 야하지 않아서 맵시도 나고 분위기도 좋습니다.	곡선이 우아하고 야하지 않아서 맵시도 나고 분위기도 좋습니다.
색깔이 화려한 것보다는 은은한 색깔에다가 짙은 깃과 고름을 맸습니다.	색깔이 화려한 것보다는 은은한 색깔에 짙은 깃과 고름을 맸습니다.
아이 옷에 원색이나 동색을 썼지만요.	원색이나 동일한 색을 썼지만요.
세월이 흐르면서 한국인의 습관도 달라지고 있습니다.	세월이 흐르면서 한국인의 습관도 달라지고 있습니다.
요즘 같아선 바쁘다고 해서 한복이 양복에 밀려나는 모양입니다.	요즘 같아선 바쁘다고 해서 한복이 양복에 밀려나는 모양입니다.
사실은 손이 많이 가는데 그래도 한국의 우아스러운 모습만 하겠는가 합니다.	사실은 손이 많이 가는데 그래도 한국의 우아한 모습만 하겠는가 합니다.
우리 성격에 미치는 영향은 다양하다고 생각합니다.	우리 성격에 미치는 영향이 다양하다고 생각합니다.
부모님께 받은 유전적인 영향이 있지만 제일 큰 영향이 무엇이냐면 우리 환경에서 받은 영향입니다.	부모님에게 받은 유전적인 영향이 있지만 제일 큰 영향은 우리 환경에서 받은 영향입니다.
우리 성격은 우리가 쌓을 경험에 달려 있습니다.	우리 성격은 우리가 쌓을 경험에 달려 있습니다.
나쁜 경험을 많이 당한 사람들은 부정적인 생각을 많이 갖게 되고 항상 기쁜 경험을 가지고 있는 사람들은 좋은 성격을 가지는 가능성이 높습니다.	나쁜 경험을 많이 당한 사람들은 부정적인 생각을 많이 갖게 되고 항상 기쁜 경험을 하고 있는 사람들은 좋은 성격을 가질 가능성이 높습니다.
성격에 영향을 주는 환경 중에서 가족과 학교의 환경이라고 봅니다.	성격에 영향을 주는 환경 중에서 가족과 학교 환경이라고 봅니다.
특히 사춘기에 우리 성격이 어떻게 될지 정해집니다.	특히 사춘기에 우리 성격이 어떻게 될지 정해집니다.
그 때는 무슨 나쁜 일이 생기면 우리 성격이 크게 변할 수가 있습니다.	그때는 무슨 나쁜 일이 생기면 우리 성격이 크게 변할 수가 있습니다.
가족의 영향도 크다고 생각합니다.	가족의 영향도 크다고 생각합니다.
부모님께서 엄격하면 자유롭지 않은 환경은 나쁜 영향을 끼칠 경우도 있답니다.	부모님이 엄격하면 자유롭지 않은 환경이 나쁜 영향을 끼칠 경우도 있답니다.
그런데 부모님께서 자기 자식을 너무 자유롭게 살게 하면 성격 형성에 좋은 영향을 주지 않는 것 같습니다.	그런데 부모님이 너무 자유롭게 살게 하면 좋은 영향을 주지 않는 것 같습니다.
그리고 우리는 자랄 때뿐만 아니라 어른 시절에도 성격 변화가 생길 수가 있습니다.	그리고 우리는 자랄 때뿐만 아니라 어른 시절에도 성격 차이가 있습니다.
충격적인 사건은 우리 성격을 바꿉니다.	충격적인 사건은 우리 성격을 바꿉니다.
예를 들어서 기다하지 않은 사별은 적극적인 성격을 부정적인 성격으로 바꿀 수 있습니다.	예를 들어서 기대하지 않은 사별은 적극적인 성격을 부정적인 성격으로 바꿀 수 있습니다.
물론 대부분의 경우에는 나쁜 경험이 우리 성격에 직접적인 효과를 보이지 않습니다.	물론 대부분의 경우에는 나쁜 경험이 우리 성격에 직접적인 효과를 보이지 않습니다.
무엇보다도 다양한 성격이 존재하는 사실이 아주 좋다고 봅니다.	무엇보다도 다양한 성격이 존재한다는 사실이 아주 좋다고 봅니다.
모든 사람들이 똑같은 성격을 가지고 있는 세상을 상상해 보세요.	모든 사람들이 똑같은 성격을 가지고 있는 세상을 상상해 보세요.
얼마나 우울할까요?	얼마나 우울할까요?
한국으로 여행하실 계획이 있으십니까?	한국에 여행할 계획이 있으십니까?
잘 선택하셨습니다.	잘 선택하셨습니다.
왜냐하면 거기에 볼 만한 게 많기 때문이에요.	왜냐하면 거기에 많기 때문이에요.
저는 한 방문할 만한 곳을 소개해 드릴게요.	저는 한 곳을 방문할 것을 소개해 드릴게요.
.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
.	위의 글을 읽고 맞춤법 오류를 수정한 글만 출력해 줘.
인천에 있는 수도국산 박물관입니다.	인천에 있는 수도산 박물관입니다.
거기서는 옛날에 ( 30 - 40 년 전 ) 보통 한국 사람들이 어떻게 생활했는지가 전시가 됩니다.	거기서는 옛날 보통 한국 사람들이 어떻게 생활했는지를 전시합니다.
저는 올해 여름에 갔다왔습니다.	저는 올해 여름에 갔다 왔습니다.
그 때 선교사로 인천에서 봉사하고 있었습니다.	선교사로 인천에서 봉사하고 있었습니다.
아주 매력적인 도시입니다.	아주 매력적인 도시입니다.
인천항까지 가기 전에 동구 언덕 위에 이 박물관이 있습니다.	인천항까지 동구에 이 박물관이 있습니다.
입금이 500원입니다.	입금액이 500원입니다.
그래서 가족을 데려가도 비싸지 않습니다.	그래서 가족을 데려가도 비싸지 않습니다.
수도국산 박물관에 들어가면 어두워요.	수도산 박물관에 들어가면 어두워요.
길거리에 다 걸어갈 수 있는 등 시대의 전사하기 인공으로 만든 도시입니다.	길거리가 전부 인공으로 만든 도시입니다.
수백 많은 실물 크기의 인형이 있기도 합니다.	인형이 있기도 합니다.
수도산은 옛날부터 한강에서 퍼서 사람들이 마시기 위해 보내는 장소입니다.	수도산은 옛날부터 한강에서 벗어나 사람들이 모이는 장소입니다.
그 물을 가지고 팔았습니다.	가져다 팔았습니다.
그리고 이 박물관에 가면 이 도시에서 살던 사람들이 어떻게 살았는지 알 수 있습니다.	그리고 이 박물관에 가면 살던 사람들이 어떻게 살았는지를 알 수 있습니다.
가난한 집들이 있습니다.	간단한 집들이 있습니다.
집 밑에 온돌기가 보입니다.	온도계를 보입니다.
그리고 물 파는 장소와 물장수의 물지게가 있어서 들어 볼 수 있게 합니다.	그리고 물 파는 장소와 물장수의 물지게가 있어서 들어볼 수 있게 합니다.
( 하지만 물이 없어서 들기 쉬워요 ).	물이 없어서 들키.
열 집이 NONE 공동으로 쓰는 푸세식이 있고 휴지가 없어서 사람들이 신문을 쓴다고 합니다.	열 집이 한 공통으로 쓰는 부엌이 있고 휴지가 없어서 사람들이 신문을 쓴다고 합니다.
또한 아이들이 학교에 못 가서 일을 마친 다음에 밤에 대학생한테서 교육을 무료로 받을 수 있었는 공부방이 있읍니다.	또한 아이들이 학교 일을 마친 다음에 밤에 대학생한테서 교육을 무료로 받을 수 있는 공부방이 있습니다.
길거리에 다니는 개와 지붕으로 다니는 고양이도 있습니다.	길거리 다니는 개와 지붕을 다니는 고양이도 있습니다.
재미있습니다.	재미있습니다.
이상한 게 뭐냐 하면 오래된 인천에 사람이 이런 곳에서 사는 것을 지금까지 볼 수 있습니다.	이상한 게 뭐냐 하면 오래된 인천에 사람이 이런 곳에서 사는 것을 지금까지 볼 수 있습니다.
하지만 수도산 박물관에 가면 30 - 40년 전에 한국 사람들이 얼마나 고통받고 그 안에 나라가 얼마나 발전했는지 감사해집니다.	하지만 수도산 박물관에 가면 전에 한국 사람들이 얼마나 고통받았고 나라가 얼마나 발전했는지 감사하게 됩니다.
한국 사람의 수고함과 겸손함에 대한 존경을 가져 떠납니다.	한국 사람의 수고와 겸손함에 대한 존경을 가지고 떠납니다.
누구든지 좋은 경험이 될 것입니다.	누구에게나 좋은 경험이 될 것입니다.
잘 가!	잘 가!
어느 사람이 행복과 불행 사이에 2%의 차이가 나와 있다고 말씀했습니다.	어느 사람이 행복과 불행 사이에 2%의 차이가 있다고 말씀했습니다.
그리고 누구든지 행복하고 싶다면 그냥 " 나는 행복한다 " 고 생각만 하면 그 2%의 “ 행복 " 쪽으로 기울 수 있다고 했습니다.	그리고 누구든지 행복하고 싶다면 그냥 그 2%의 기울이라고 했습니다.
인간이 행복하게 사는 이유들이 여러 가지 있습니다.	인간이 행복하게 사는 이유들이 여러 가지 있습니다.
사람들이 다른 사람들 때문에 행복할 수도 있습니다.	사람들이 다른 사람들 때문에 행복할 수도 있습니다.
가족이나 친구나 이웃이 있어서 행복할 수도 있고 불행할 수도 있죠.	가족이나 친구나 이웃이 있어서 행복할 수도 있고 불행할 수도 있죠.
인간이 불행이나 슬픔을 느끼는 이유도 행복과 마찬가지로 여러 가지가 있습니다.	인간이 불행이나 슬픔을 느끼는 이유도 행복만큼이나 있습니다.
실패 , 실망 , 실수 , 싸움과 사망 때문에 불행할 수 있습니다.	실패, 실망, 실수, 싸움과 사망 때문에 불행할 수 있습니다.
그러나 누군가 혁신적인 생활을 할 수 있다면 안 좋은 일들이 있어도 행복을 찾을 수 있습니다.	그러나 누군가 혁신적인 생활을 통해 행복을.
물론 , 우리 모두 다 불행 시간이나 슬픈 시간이나 우울한 시간이 있겠습니다.	물론, 우리 모두 다 불행한 시간이나 우울한 시간이 있겠습니다.
여러분이 무슨 일이 있어도 맨날 항상 행복한 사람을 알고 있으면 조심하십시오.	여러분에게 무슨 일이 있어도 항상 행복한 사람이 알고 있으면 조심하십시오.
그 사람이 이상할 수도 있습니다.	그 사람이 있습니다.
불행과 슬픔 가운데 혁신적인 생각과 행동을 함으로써 좀더 행복한 생활들을 인도할 수 있으면 좋겠습니다.	불행과 슬픔 가운데 혁신적인 생각과 행동함으로써 좀 더 행복한 생활들을 좋겠습니다.
제가 방문한 곳들 중에 한 아주 좋아하는 곳이 있습니다.	제가 방문한 한 아주 좋아하는 곳이 있습니다.
